ECO.SITE,STATE,PHASE,PHASE.NAME,FUNCTIONAL,SYMBOL,LOWER,UPPER
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,GRASS,PASM,25,80
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,GRASS,ACHY,35,80
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,GRASS,POFE,5,40
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,GRASS,POSE,5,40
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,GRASS,SPCR,5,40
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,GRASS,ELEL5,5,40
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,GRASS,HECOC8,5,40
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,GRASS,KOMA,5,40
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,GRASS,LESA4,5,25
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,GRASS,BOGR2,5,25
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,GRASS,CAGE2,5,25
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,ARLU,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,BASA3,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,CRFE3,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,ERDE6,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,ERST4,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,ERUM,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,HEVI4,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,IPAGA3,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,OXYTR,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,PECA4,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,PEPU7,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,PEST2,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,PHHO,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,PHLO2,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,FORB,SPCO,0,15
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,AMUT,0,40
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,ARNO4,0,40
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,ARTRW8,5,40
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,CEMO2,0,40
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,CHVIV4,0,40
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,QUGA,0,40
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,OPPO,0,40
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,PERA4,0,25
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,PUTR2,0,25
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,RICE,0,25
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,SYOR2,0,25
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,YUGL,0,25
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,ARTRV,0,25
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,ARFR4,0,25
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,SHRUB,FERU,0,20
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,TREE,PIED,150,330
R036XY114CO,REFERENCE,1.1,PJ WOODLAND,TREE,JUOS,50,160
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,GRASS,ELEL5,1,25
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,GRASS,HECOC8,1,25
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,GRASS,KOMA,1,25
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,GRASS,PASM,1,25
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,GRASS,POFE,1,25
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,GRASS,POSE,1,25
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,GRASS,SPCR,1,25
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,GRASS,ACHY,1,25
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,GRASS,LESA4,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,GRASS,BOGR2,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,GRASS,CAGE2,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,ARLU,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,BASA3,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,CRFE3,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,ERDE6,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,ERST4,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,ERUM,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,HEVI4,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,IPAGA3,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,OXYTR,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,PECA4,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,PEPU7,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,PEST2,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,PHHO,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,PHLO2,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,SPCO,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,FORB,STAC,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,ARNO4,1,15
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,ARTRW8,0,15
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,CEMO,1,15
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,CHVIV4,1,15
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,OPPO,1,15
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,AMUT,1,15
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,QUGA,1,15
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,RICE,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,SYOR2,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,YUGL,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,ARFR4,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,PERA4,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,PUTR2,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,SHRUB,ARTRV,0,5
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,TREE,PIED,60,350
R036XY114CO,REFERENCE,1.2,MATURE PJ WOODLAND,TREE,JUOS,20,200
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,GRASS,PASM,90,180
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,GRASS,ACHY,90,135
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,GRASS,POSE,90,135
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,GRASS,PSSPS,90,135
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,GRASS,SPCR,45,90
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,GRASS,ELEL5,45,90
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,GRASS,POFE,45,90
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,GRASS,KOMA,45,90
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,GRASS,LESA4,10,45
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,GRASS,BOGR2,10,45
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,GRASS,CAGE2,10,45
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,GRASS,HECOC8,5,35
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,ARLU,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,BASA3,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,CRFE3,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,ERDE6,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,ERST4,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,ERUM,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,HEVI4,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,IPAGA3,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,OXYTR,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,PECA4,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,PEPU7,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,PEST2,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,PHLO,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,PHLO2,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,SPCO,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,FORB,STAC,10,25
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,ARTRW8,40,100
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,CEMO2,5,50
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,CHVIV4,5,50
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,OPPO,5,50
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,AMUT,5,50
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,QUGA,5,50
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,ARNO4,5,50
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,ARTRV,5,30
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,RICE,5,30
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,SYRO,5,30
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,YUGL,5,30
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,ARFR4,5,30
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,PERA4,5,30
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,SHRUB,PUTR2,5,30
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,TREE,PIED,10,150
R036XY114CO,REFERENCE,1.3,PERENNIAL SHRUBLAND W/ SCATTERED PJ,TREE,JUOS,5,100
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,GRASS,PLJA,200,375
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,GRASS,BOGR2,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,GRASS,ACHY,15,75
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,GRASS,ELEL5,10,75
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,GRASS,HECO26,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,GRASS,POSE,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,FORB,SPCO,25,50
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,FORB,ERIOG,5,35
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,FORB,GASP,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,FORB,IVAX,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,FORB,LOMAT,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,FORB,OENOT,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,FORB,XYLOR,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,FORB,ASTER,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,FORB,ASTRA,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,FORB,PHCR,10,35
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,FORB,BRASS2,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,FORB,DESCU,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,FORB,ERIN4,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,SHRUB,ATCO,50,150
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,SHRUB,KRLA2,50,150
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,SHRUB,GUSA,5,35
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,SHRUB,OPPO,5,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,SHRUB,TESP2,5,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,SHRUB,CHVI8,0,25
R034BY404CO,REFERENCE,1.1,PERENNIAL GRASS-SHRUBS,SHRUB,ECTR,0,15
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,GRASS,POFE,400,600
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,GRASS,HECO26,10,100
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,GRASS,ACHY,10,100
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,GRASS,ELEL5,5,50
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,GRASS,PG,0,50
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,GRASS,KOMA,0,20
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,GRASS,PASM,150,449
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,GRASS,BOGR2,0,15
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,GRASS,PLJA,0,15
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,LUPIN,5,35
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,ERIGE2,5,35
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,ERRA3,5,25
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,ASTRA,5,25
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,CASTI2,5,25
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,SPCO,5,25
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,PENST,5,20
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,PF,0,20
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,ALLIU,0,15
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,ASTER,0,15
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,COUM,0,15
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,HYMEN7,0,15
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,PEPU7,0,15
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,SENEC,0,15
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,PHHO,0,10
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,FORB,ERIOG,0,10
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,SHRUB,ARTRW8,125,275
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,SHRUB,CHVI8,10,50
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,SHRUB,GUSA2,5,35
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,SHRUB,PERA4,0,10
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,SHRUB,TECA2,0,10
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,SHRUB,ERPAP10,0,10
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,SHRUB,CEMO2,0,25
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,SHRUB,PUTR2,0,25
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,SHRUB,QUGA,0,15
R036XY284CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,SHRUB,OPPO,0,10
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,GRASS,PLJA,25,60
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,GRASS,ACHY,25,45
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,GRASS,HECO26,25,45
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,GRASS,ELEL5,10,30
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,GRASS,KOMA,0,15
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,GRASS,ARPUL,0,15
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,GRASS,BOGR2,0,15
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,FORB,ANRO2,0,15
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,FORB,HEVI4,0,10
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,FORB,PHHO,0,10
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,FORB,SPCO,1,10
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,FORB,STAC,0,5
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,FORB,SEFLF,0,5
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,FORB,MACAC3,0,5
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,FORB,MIMU,0,5
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,FORB,CHDO,0,5
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,FORB,STPI,0,3
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,ARTRW8,10,30
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,ATCO,10,30
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,ARNO4,0,15
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,CHVI8,0,15
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,GUSA2,0,15
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,KRLA2,2,15
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,OPPO,0,15
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,EPVI,0,10
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,EREF,0,10
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,CHDE2,0,10
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,YUGL,0,5
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,CEIN7,0,5
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,TREE,JUOS,10,60
R036XY113CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,TREE,PIED,0,15
R034BY109UT,REFERENCE,1.1,1.1,SHRUB,ATCO,75,105
R034BY109UT,REFERENCE,1.1,1.1,SHRUB,ATGA,15,30
R034BY109UT,REFERENCE,1.1,1.1,SHRUB,PIDE4,9,15
R034BY109UT,REFERENCE,1.1,1.1,SHRUB,SH,15,30
R034BY109UT,REFERENCE,1.1,1.1,SHRUB,ATCA,3,9
R034BY109UT,REFERENCE,1.1,1.1,SHRUB,CHVI8,3,9
R034BY109UT,REFERENCE,1.1,1.1,SHRUB,GUSA2,3,9
R034BY109UT,REFERENCE,1.1,1.1,SHRUB,BAAM4,3,9
R034BY109UT,REFERENCE,1.1,1.1,SHRUB,OPPO,3,9
R034BY109UT,REFERENCE,1.1,1.1,SHRUB,TESP,3,9
R034BY109UT,REFERENCE,1.1,1.1,GRASS,PLJA,30,45
R034BY109UT,REFERENCE,1.1,1.1,GRASS,ACHY,30,45
R034BY109UT,REFERENCE,1.1,1.1,GRASS,ELEL5,9,15
R034BY109UT,REFERENCE,1.1,1.1,GRASS,AG,9,15
R034BY109UT,REFERENCE,1.1,1.1,GRASS,PG,9,15
R034BY109UT,REFERENCE,1.1,1.1,GRASS,BOGR,3,9
R034BY109UT,REFERENCE,1.1,1.1,GRASS,LESAS,3,9
R034BY109UT,REFERENCE,1.1,1.1,GRASS,SPCR,3,9
R034BY109UT,REFERENCE,1.1,1.1,FORB,SPCO,3,9
R034BY109UT,REFERENCE,1.1,1.1,FORB,AF,9,15
R034BY109UT,REFERENCE,1.1,1.1,FORB,PF,9,15
R034BY109UT,REFERENCE,1.1,1.1,FORB,ARHO2,3,9
R034BY109UT,REFERENCE,1.1,1.1,FORB,ASFL,3,9
R034BY109UT,REFERENCE,1.1,1.1,FORB,CRFL6,3,9
R034BY109UT,REFERENCE,1.1,1.1,FORB,ERIN4,3,9
R034BY109UT,REFERENCE,1.1,1.1,FORB,LEMO2,3,9
R034BY109UT,REFERENCE,1.1,1.1,FORB,PLPA2,3,9
R034BY109UT,REFERENCE,1.1,1.1,FORB,SYCHC,3,9
R034BY106UT,REFERENCE,1.1,1.1,SHRUB,ATCO,75,100
R034BY106UT,REFERENCE,1.1,1.1,SHRUB,KRLA2,50,75
R034BY106UT,REFERENCE,1.1,1.1,SHRUB,PIDE4,25,50
R034BY106UT,REFERENCE,1.1,1.1,SHRUB,SH,25,50
R034BY106UT,REFERENCE,1.1,1.1,SHRUB,ATCA,25,50
R034BY106UT,REFERENCE,1.1,1.1,SHRUB,CHVIS5,5,15
R034BY106UT,REFERENCE,1.1,1.1,SHRUB,EPTO,5,15
R034BY106UT,REFERENCE,1.1,1.1,SHRUB,GRSP,5,15
R034BY106UT,REFERENCE,1.1,1.1,SHRUB,GUSA2,5,16
R034BY106UT,REFERENCE,1.1,1.1,SHRUB,BAAM4,5,17
R034BY106UT,REFERENCE,1.1,1.1,SHRUB,OPPO,5,18
R034BY106UT,REFERENCE,1.1,1.1,SHRUB,TEGL,5,19
R034BY106UT,REFERENCE,1.1,1.1,SHRUB,TESP,5,20
R034BY106UT,REFERENCE,1.1,1.1,GRASS,ACHY,75,125
R034BY106UT,REFERENCE,1.1,1.1,GRASS,ELEL5,25,50
R034BY106UT,REFERENCE,1.1,1.1,GRASS,PLJA,25,50
R034BY106UT,REFERENCE,1.1,1.1,GRASS,AG,15,25
R034BY106UT,REFERENCE,1.1,1.1,GRASS,PG,15,25
R034BY106UT,REFERENCE,1.1,1.1,GRASS,ARPU9,5,15
R034BY106UT,REFERENCE,1.1,1.1,GRASS,HECO26,5,15
R034BY106UT,REFERENCE,1.1,1.1,GRASS,POSE,5,15
R034BY106UT,REFERENCE,1.1,1.1,GRASS,SPCR,5,15
R034BY106UT,REFERENCE,1.1,1.1,FORB,SPCO,15,25
R034BY106UT,REFERENCE,1.1,1.1,FORB,AF,25,50
R034BY106UT,REFERENCE,1.1,1.1,FORB,PF,25,50
R034BY106UT,REFERENCE,1.1,1.1,FORB,AMAC2,5,10
R034BY106UT,REFERENCE,1.1,1.1,FORB,AMAR2,5,10
R034BY106UT,REFERENCE,1.1,1.1,FORB,SYCHC,5,10
